id,location_id,sales_id,features_id,yearBuilt,assessorID,legalDescription,ownerOccupied,propertyType,taxAssessment,propertyTaxes,subdivision,zoning
"221-Hollyfern-St,-Henderson,-NV-89074",473,259,386,1996.0,177-12-815-024,COBBLESTONE NORTH UNIT 3 PLAT BOOK 68 PAGE 13 LOT 16 BLOCK 2,1.0,Single Family,"{'2022': {'value': 98973, 'land': 40600, 'improvements': 58373}, '2023': {'value': 105880, 'land': 42000, 'improvements': 63880}}","{'2021': {'total': 1684}, '2022': {'total': 1795}}",COBBLESTONE NORTH UNIT 3,Unknown
"435-Virginia-Ave,-Unit-502,-Indianapolis,-IN-46203",474,260,387,2008.0,49-11-12-224-011.502-101,VILLAGGIO AT PAGE POINTE CONDOMINIUM UNIT 502,1.0,Condo,"{'2018': {'value': 428700, 'land': 21800, 'improvements': 406900}, '2022': {'value': 551500, 'land': 21800, 'improvements': 529700}}","{'2017': {'total': 4599}, '2021': {'total': 6089}, '2022': {'total': 6704}}",VILLAGGIO AT PAGE POINTE CONDO,ZO01
"10030-Lower-Azusa-Rd,-El-Monte,-CA-91731",475,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"1518-Dorado-Dr,---B,-Kissimmee,-FL-34741",476,2,2,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"6504-Blue-Rock-Ct,-Elk-Grove,-CA-95758",477,261,388,1993.0,119-1400-002-0000,"LAGUNA CREEK VILLAGE E 02, LOT 98",1.0,Single Family,"{'2019': {'value': 239180, 'land': 60933, 'improvements': 178247}, '2023': {'value': 256443, 'land': 65329, 'improvements': 191114}}","{'2019': {'total': 2886}, '2023': {'total': 3104}}",LAGUNA CREEK VILLAGE E 02,RD-5
"44-Lake-Forest-Dr,-Greenville,-SC-29609",478,262,389,1950.0,0274.02-01-055.00,MAP 0274.02; 53,1.0,Single Family,"{'2021': {}, '2022': {'value': 13912, 'land': 4031, 'improvements': 9881}}",{'2022': {'total': 79}},STONE LAKE HEIGHTS,R6
"3135-Anzio-Dr,-Dallas,-TX-75224",479,263,390,1950.0,00000487891000000,WYNNEWOOD 5 BLK 6/6025 LT 30 INT201700279698 DD09262017 CO-DC 6025 006 03000 2006025 006,1.0,Single Family,"{'2022': {'value': 115980, 'land': 60000, 'improvements': 55980}, '2023': {'value': 115980}}","{'2022': {'total': 1633}, '2023': {'total': 1175}}",WYNNEWOOD 5,Z298
"3725-And-3727-Se-Jackson-St,-Milwaukie,-OR-97222",480,2,378,0.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"22022-N-Calle-Royale,-Scottsdale,-AZ-85255",481,264,391,2000.0,212-01-036A,LOS GATOS LOT 32 & S 204F OF N 1578.95F OF W 40F TR 4 LA VISTA BONITA,1.0,Single Family,"{'2023': {'value': 126560, 'land': 25310, 'improvements': 101250}}",{'2022': {'total': 9639}},LOS GATOS TR 4,R-70
"4711-Kings-Mill-Way,-Owings-Mills,-MD-21117",482,265,392,2000.0,02-2200014987,4711 KINGS MILLS WAY NS LYONS GATE,1.0,Condo,"{'2020': {'value': 251067}, '2021': {'value': 255500, 'land': 84000, 'improvements': 171500}, '2022': {'value': 266233}}","{'2020': {'total': 3043}, '2022': {'total': 2998}}",LYONS GATE,Unknown
"630-S-Voyager-Dr,-Gilbert,-AZ-85296",483,266,393,1996.0,304-21-204,RANCHO CIMARRON MCR 380/25,1.0,Single Family,"{'2022': {'value': 25700, 'land': 5140, 'improvements': 20560}, '2023': {'value': 34400, 'land': 6880, 'improvements': 27520}}",{'2022': {'total': 1426}},RANCHO CIMARRON,R-7
"8810-Bestride-Bnd,-Unit-A,-Austin,-TX-78744",484,2,394,2023.0,Unknown,Unknown,0.0,Apartment,Unknown,Unknown,Unknown,Unknown
"723-W-San-Angelo-St,-Gilbert,-AZ-85233",485,267,395,1997.0,310-05-554,SILVERHAWKE 2 MCR 402-45,1.0,Single Family,"{'2021': {'value': 30170, 'land': 6030, 'improvements': 24140}, '2023': {'value': 42070, 'land': 8410, 'improvements': 33660}, '2024': {'value': 49350}}","{'2020': {'total': 2077}, '2022': {'total': 2007}, '2023': {'total': 2068}}",SILVERHAWKE 2,R-7
"17-Tougas-Ave,-Manchester,-NH-03109",486,268,396,1947.0,MNCH M:0819 B:000 L:0017,LOT:17 CITY/MUNI/TWP:MANCHESTER,1.0,Single Family,"{'2022': {'value': 283100, 'land': 108100, 'improvements': 175000}}",{'2022': {'total': 5164}},Unknown,Unknown
"1107-Verde-Dr,-Apt-35,-Bryan,-TX-77801",487,269,397,1983.0,619160-0002-0350,"TWIN CITY CONDOS, BLDG B, UNIT 35 BLDG B, UNIT 35",0.0,Condo,"{'2020': {'value': 35181, 'land': 3484, 'improvements': 31697}, '2022': {'value': 31577, 'land': 3484, 'improvements': 28093}, '2023': {'value': 31577, 'land': 3832, 'improvements': 27745}}","{'2019': {'total': 671}, '2021': {'total': 695}}",TWIN CITY CONDOS,Unknown
"6360-Nw-13th-Ter,-Bell,-FL-32619",488,2,398,0.0,Unknown,Unknown,0.0,Unknown,Unknown,Unknown,Unknown,Unknown
"8343-E-Thomas-Rd,-Scottsdale,-AZ-85251",489,270,399,1973.0,131-31-141,TELA VISTA ONE,1.0,Single Family,"{'2021': {'value': 20580, 'land': 4110, 'improvements': 16470}, '2023': {'value': 26230, 'land': 5240, 'improvements': 20990}}","{'2020': {'total': 709}, '2022': {'total': 660}}",TELA VISTA 1,TH
"6800-Placida-Rd,-Unit-182,-Englewood,-FL-34224",490,271,400,1989.0,Unknown,Unknown,0.0,Condo,Unknown,Unknown,Unknown,Unknown
"7-Sunset-Rd,-Raymond,-ME-04071",491,2,401,1965.0,Unknown,Unknown,0.0,Single Family,Unknown,Unknown,Unknown,Unknown
"3714-N-Wittfield-St,-Indianapolis,-IN-46235",492,272,402,1961.0,49-08-20-110-007.000-701,NORTH EASTWOOD 4TH SEC LOT 487,0.0,Single Family,"{'2021': {'value': 55700, 'land': 5600, 'improvements': 50100}, '2022': {'value': 69100, 'land': 5600, 'improvements': 63500}}","{'2020': {'total': 1142}, '2021': {'total': 1285}}",NORTH EASTWOOD SEC 4,ZO01
"1517-Brandy-Ct,-Bakersfield,-CA-93307",493,273,403,1983.0,412-192-34-00-2,"TRACT 4587, BLOCK A, LOT 34",1.0,Single Family,"{'2023': {'value': 86835, 'land': 24807, 'improvements': 62028}}",{'2023': {'total': 1701}},4587 A,R-1
"21314-N-Monroe-Rd,-Spokane,-WA-99208",494,2,404,0.0,Unknown,Unknown,0.0,Land,Unknown,Unknown,Unknown,Unknown
"76321-Louis-Quave-Rd,-Covington,-LA-70435",495,274,405,2011.0,116-810-3021,2 ACS PARCEL A SEC 10 06 12 INST NO 976859 INST NO 1754107,1.0,Single Family,"{'2021': {'value': 27499, 'land': 3250, 'improvements': 24249}}",{'2022': {'total': 2864}},LOUIS QUAVE RD,Unknown
"1661-E-Cardinal-Dr,-Casa-Grande,-AZ-85122",496,275,406,2004.0,505-87-0130,MISSION VALLEY PHASE 1A LOT 13 SEC 10-6S-6E 7040 SQ FT .16 AC,1.0,Single Family,"{'2022': {'value': 14331, 'land': 2112, 'improvements': 12219}, '2023': {'value': 19285, 'land': 2112, 'improvements': 17173}, '2024': {'value': 25916, 'land': 3168, 'improvements': 22748}}","{'2020': {'total': 1248}, '2022': {'total': 1243}, '2023': {'total': 1262}}",MISSION VALLEY PHASE 1A,Unknown
"409-Town-Woods-Trce,-Summerville,-SC-29483",497,276,407,2007.0,121-15-04-022,BLACKBERRY CREEK\ 409 TOWN WOODS TRCE BLACKBERRY CREEK SINGL,1.0,Single Family,"{'2022': {'value': 10530, 'land': 1840, 'improvements': 8690}}",{'2022': {'total': 1915}},BLACKBERRY CREEK,Unknown
"2414-Lake-Park-Rd,-Apt-3204,-Lexington,-KY-40502",498,277,408,1973.0,38217650,G-960 LAKES EDGE CONDOMINIUM HOMES LOT; BOOK: 133 PAGE: 324,0.0,Condo,{'2022': {'value': 148500}},{'2022': {'total': 1897}},LAKES EDGE CONDOMINIUM HOMES,R-4
"3311-Barnes-Ln,-Manvel,-TX-77578",499,278,409,2008.0,7712-1302-010,SOUTHFORK SEC 1C (A0540 A C H & B) BLK 2 LOT 10 PRIMARY SITE,1.0,Single Family,"{'2023': {'value': 333110, 'land': 32320, 'improvements': 300790}}",{'2018': {'total': 6360}},SOUTHFORK SEC 1C,Unknown
